37,154,154,15,23.1,5,7.7,12,2018-04-11,,
535,13,17,2,11,-6,37,639
536,26,21,4,15,-6,37,7349
537,39,23,6,17,-6,37,11428
538,51,23,7,18,-5,37,12916
539,64,22,7,19,-4,37,12263
540,77,20,8,18,-2,37,10239
541,90,18,7,17,-2,37,7610
542,103,15,7,15,-1,37,4986
543,116,12,6,12,0,37,2778
544,128,9,4,9,0,37,1206
545,141,5,2,5,0,37,323
